Trip_ID,Vehicle_ID,Driver_ID,Manufacturer,Model,Registration_No,Battery_Capacity_kWh,Current_Battery_%,Battery_Remaining_%,Expected_Range_km,Status,Date_Time,Start_Time,Distance_km,Avg_Speed_kmph,Revenue,Electricity_Cost,Maintenance_Cost,Overspeed_Count
TRIP-106183,EV-1002,DRV-5002,Tata,Nexon EV,REG-75QU-8605,40,64,64,276,Garage,2026-05-28 11:05:39,15:02,0.0,0.0,0.0,0.0,0.0,0
TRIP-106184,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,42,42,160,Garage,2026-01-16 05:12:03,19:15,0.0,0.0,0.0,0.0,0.0,0
TRIP-106185,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,18,18,68,Charging,2026-08-09 16:46:55,16:59,0.0,0.0,0.0,22.95,0.0,0
TRIP-106186,EV-1034,DRV-5034,Hyundai,Ioniq 5,REG-14IK-6071,77,13,13,48,Garage,2026-08-19 08:30:51,12:57,0.0,0.0,0.0,0.0,0.0,0
TRIP-106187,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,14,14,52,Charging,2026-02-13 06:18:28,11:16,0.0,0.0,0.0,15.71,0.0,0
TRIP-106188,EV-1039,DRV-5039,Hyundai,Ioniq 5,REG-70OW-2063,77,25,25,109,Running,2026-08-08 19:47:27,14:43,172.76,60.5,395.01,0.0,0.0,0
TRIP-106189,EV-1048,DRV-5048,Tata,Nexon EV,REG-64CK-1324,40,67,67,285,Charging,2026-05-16 22:17:21,07:03,0.0,0.0,0.0,30.45,0.0,0
TRIP-106190,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,12,12,43,Charging,2026-04-02 02:31:48,00:45,0.0,0.0,0.0,11.74,0.0,0
TRIP-106191,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,17,17,65,Running,2026-08-06 02:09:49,07:22,104.24,49.4,230.59,0.0,0.0,0
TRIP-106192,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,57,57,218,Charging,2026-06-16 01:40:43,01:43,0.0,0.0,0.0,27.72,0.0,0
TRIP-106193,EV-1026,DRV-5026,Hyundai,Kona EV,REG-79NH-2684,48,44,44,143,Charging,2026-01-12 23:43:15,07:44,0.0,0.0,0.0,26.18,0.0,0
TRIP-106194,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,11,11,39,Garage,2026-03-09 02:51:51,20:20,0.0,0.0,0.0,0.0,0.0,0
TRIP-106195,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,70,70,299,Charging,2026-12-06 07:58:59,07:19,0.0,0.0,0.0,11.01,0.0,0
TRIP-106196,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,35,35,131,Charging,2026-09-06 18:58:02,09:36,0.0,0.0,0.0,10.57,0.0,0
TRIP-106197,EV-1033,DRV-5033,Kia,EV6,REG-21AH-8788,77,38,38,141,Garage,2026-08-13 15:28:10,03:23,0.0,0.0,0.0,0.0,0.0,0
TRIP-106198,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,67,67,217,Running,2026-10-20 14:29:38,04:51,12.83,37.2,23.32,0.0,0.0,0
TRIP-106199,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,44,44,142,Charging,2026-06-28 03:56:14,16:36,0.0,0.0,0.0,34.38,0.0,0
TRIP-106200,EV-1016,DRV-5016,BYD,Atto 3,REG-98NB-1442,50,57,57,220,Charging,2026-01-25 08:35:41,15:29,0.0,0.0,0.0,19.69,0.0,0
TRIP-106201,EV-1009,DRV-5009,Kia,EV9,REG-95ME-4405,100,13,13,44,Garage,2026-03-03 14:16:40,20:04,0.0,0.0,0.0,0.0,0.0,0
TRIP-106202,EV-1039,DRV-5039,Hyundai,Ioniq 5,REG-70OW-2063,77,79,79,324,Running,2026-04-12 06:55:42,19:36,32.73,44.6,80.78,0.0,0.0,0
TRIP-106203,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,11,11,43,Charging,2026-07-08 02:39:20,11:27,0.0,0.0,0.0,16.21,0.0,0
TRIP-106204,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,70,70,243,Running,2026-08-14 08:36:18,10:58,151.25,61.5,215.18,0.0,0.0,0
TRIP-106205,EV-1013,DRV-5013,Tata,Punch EV,REG-94KU-9544,25,77,77,295,Charging,2026-05-25 19:59:11,07:23,0.0,0.0,0.0,13.91,0.0,0
TRIP-106206,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,36,36,143,Charging,2026-07-29 06:37:59,01:47,0.0,0.0,0.0,33.28,0.0,0
TRIP-106207,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,21,21,89,Garage,2026-06-21 17:40:56,02:41,0.0,0.0,0.0,0.0,0.0,0
TRIP-106208,EV-1032,DRV-5032,BYD,Atto 3,REG-70XV-6697,50,92,92,383,Running,2026-07-02 05:47:32,01:16,121.36,53.4,246.84,0.0,0.0,1
TRIP-106209,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,5,5,18,Charging,2026-02-21 18:33:34,04:09,0.0,0.0,0.0,14.61,0.0,0
TRIP-106210,EV-1009,DRV-5009,Kia,EV9,REG-95ME-4405,100,41,41,141,Garage,2026-05-30 08:20:19,05:52,0.0,0.0,0.0,0.0,0.0,0
TRIP-106211,EV-1030,DRV-5030,Hyundai,Kona EV,REG-22GX-1920,48,85,85,372,Running,2026-10-11 10:28:52,04:21,52.28,44.2,72.64,0.0,0.0,0
TRIP-106212,EV-1023,DRV-5023,BYD,Seal,REG-18BR-1542,82,64,64,265,Running,2026-11-04 03:28:23,08:27,105.08,62.6,140.76,0.0,33.31,0
TRIP-106213,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,17,17,59,Running,2026-02-13 02:00:54,14:35,93.64,57.4,219.64,0.0,0.0,0
TRIP-106214,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,53,53,201,Charging,2026-04-02 01:38:35,10:59,0.0,0.0,0.0,24.15,0.0,0
TRIP-106215,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,83,83,275,Garage,2026-03-29 03:51:41,23:21,0.0,0.0,0.0,0.0,0.0,0
TRIP-106216,EV-1033,DRV-5033,Kia,EV6,REG-21AH-8788,77,52,52,210,Charging,2026-12-17 14:48:03,14:18,0.0,0.0,0.0,22.69,0.0,0
TRIP-106217,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,56,56,245,Charging,2026-12-12 16:58:42,19:28,0.0,0.0,0.0,16.74,0.0,0
TRIP-106218,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,42,42,174,Charging,2026-09-29 18:25:27,01:28,0.0,0.0,0.0,29.79,0.0,0
TRIP-106219,EV-1027,DRV-5027,Tata,Nexon EV,REG-61QY-8785,40,45,45,144,Running,2026-08-10 04:39:22,19:36,70.49,66.8,135.92,0.0,0.0,0
TRIP-106220,EV-1013,DRV-5013,Tata,Punch EV,REG-94KU-9544,25,15,15,64,Garage,2026-07-11 01:31:07,11:19,0.0,0.0,0.0,0.0,0.0,0
TRIP-106221,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,51,51,189,Charging,2026-06-15 02:36:49,21:08,0.0,0.0,0.0,22.31,0.0,0
TRIP-106222,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,86,86,347,Garage,2026-02-06 19:52:44,23:25,0.0,0.0,0.0,0.0,0.0,0
TRIP-106223,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,99,99,419,Garage,2026-01-11 14:28:40,06:25,0.0,0.0,0.0,0.0,0.0,0
TRIP-106224,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,90,90,296,Running,2026-02-04 05:08:33,18:00,144.24,59.5,223.99,0.0,44.66,0
TRIP-106225,EV-1009,DRV-5009,Kia,EV9,REG-95ME-4405,100,64,64,248,Charging,2026-05-22 17:04:59,08:36,0.0,0.0,0.0,12.85,0.0,0
TRIP-106226,EV-1046,DRV-5046,Tata,Punch EV,REG-57GE-9327,25,32,32,105,Running,2026-02-19 21:39:56,15:32,151.34,64.3,203.04,0.0,0.0,2
TRIP-106227,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,64,64,278,Running,2026-07-22 07:52:32,15:41,165.45,68.5,223.5,0.0,0.0,0
TRIP-106228,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,35,35,123,Running,2026-11-12 23:44:41,09:10,98.19,72.9,155.27,0.0,0.0,0
TRIP-106229,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,79,79,301,Garage,2026-03-20 18:14:55,01:15,0.0,0.0,0.0,0.0,0.0,0
TRIP-106230,EV-1042,DRV-5042,Hyundai,Kona EV,REG-51WT-9670,48,26,26,91,Running,2026-01-27 22:27:33,13:06,33.89,59.8,79.41,0.0,0.0,0
TRIP-106231,EV-1039,DRV-5039,Hyundai,Ioniq 5,REG-70OW-2063,77,79,79,276,Running,2026-02-13 19:12:09,03:01,164.47,48.9,257.6,0.0,0.0,0
TRIP-106232,EV-1038,DRV-5038,BYD,Atto 3,REG-44OG-8515,50,30,30,121,Running,2026-12-08 21:03:18,23:24,49.05,30.4,91.32,0.0,41.05,0
TRIP-106233,EV-1038,DRV-5038,BYD,Atto 3,REG-44OG-8515,50,43,43,155,Running,2026-06-02 10:11:05,05:48,33.04,62.3,76.14,0.0,0.0,0
TRIP-106234,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,18,18,75,Running,2026-10-15 08:55:28,21:29,114.63,37.8,247.81,0.0,0.0,0
TRIP-106235,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,24,24,86,Running,2026-05-30 12:13:52,08:29,139.51,31.4,262.03,0.0,0.0,0
TRIP-106236,EV-1012,DRV-5012,Kia,EV6,REG-11XL-6570,77,60,60,255,Running,2026-11-03 00:45:30,04:03,86.17,60.3,142.83,0.0,0.0,0
TRIP-106237,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,72,72,266,Charging,2026-01-27 11:20:29,22:23,0.0,0.0,0.0,27.52,0.0,0
TRIP-106238,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,54,54,192,Garage,2026-08-11 21:52:44,14:21,0.0,0.0,0.0,0.0,0.0,0
TRIP-106239,EV-1039,DRV-5039,Hyundai,Ioniq 5,REG-70OW-2063,77,41,41,167,Running,2026-07-14 03:48:16,10:08,110.12,50.5,132.58,0.0,0.0,0
TRIP-106240,EV-1011,DRV-5011,BYD,Seal,REG-49SV-2387,82,35,35,115,Charging,2026-12-16 11:39:45,09:10,0.0,0.0,0.0,21.33,0.0,0
TRIP-106241,EV-1001,DRV-5001,Tata,Punch EV,REG-67ZP-2128,25,29,29,121,Charging,2026-04-16 20:06:30,17:54,0.0,0.0,0.0,10.27,0.0,0
TRIP-106242,EV-1041,DRV-5041,Tesla,Model 3,REG-37SU-9647,60,51,51,194,Charging,2026-01-26 09:40:14,00:52,0.0,0.0,0.0,13.67,0.0,0
TRIP-106243,EV-1045,DRV-5045,Tata,Punch EV,REG-82MR-9608,25,48,48,186,Garage,2026-11-16 23:43:28,22:16,0.0,0.0,0.0,0.0,0.0,0
TRIP-106244,EV-1003,DRV-5003,Tesla,Model 3,REG-34KD-3097,60,8,8,27,Charging,2026-08-17 00:11:03,15:34,0.0,0.0,0.0,24.08,0.0,0
TRIP-106245,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,33,33,131,Garage,2026-10-29 11:12:15,20:32,0.0,0.0,0.0,0.0,0.0,0
TRIP-106246,EV-1042,DRV-5042,Hyundai,Kona EV,REG-51WT-9670,48,48,48,163,Garage,2026-01-05 11:02:58,20:10,0.0,0.0,0.0,0.0,0.0,0
TRIP-106247,EV-1008,DRV-5008,Kia,EV6,REG-87PO-2721,77,67,67,267,Charging,2026-12-14 17:27:11,01:53,0.0,0.0,0.0,30.69,0.0,0
TRIP-106248,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,73,73,313,Garage,2026-12-26 17:17:09,00:42,0.0,0.0,0.0,0.0,0.0,0
TRIP-106249,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,73,73,282,Running,2026-11-05 00:22:41,04:19,54.88,52.4,66.86,0.0,0.0,2
TRIP-106250,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,83,83,279,Garage,2026-08-30 04:06:04,17:34,0.0,0.0,0.0,0.0,0.0,0
TRIP-106251,EV-1016,DRV-5016,BYD,Atto 3,REG-98NB-1442,50,92,92,382,Running,2026-04-09 09:24:09,06:14,40.17,72.5,73.18,0.0,0.0,0
TRIP-106252,EV-1026,DRV-5026,Hyundai,Kona EV,REG-79NH-2684,48,69,69,288,Running,2026-01-23 08:12:18,16:21,71.19,35.2,162.82,0.0,0.0,2
TRIP-106253,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,15,15,54,Charging,2026-03-12 14:36:55,07:06,0.0,0.0,0.0,24.62,0.0,0
TRIP-106254,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,33,33,129,Charging,2026-10-02 08:58:01,04:05,0.0,0.0,0.0,14.36,0.0,0
TRIP-106255,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,53,53,207,Running,2026-03-26 21:25:50,19:16,165.63,43.5,205.33,0.0,0.0,0
TRIP-106256,EV-1038,DRV-5038,BYD,Atto 3,REG-44OG-8515,50,96,96,310,Running,2026-02-02 14:34:32,16:39,116.72,48.6,291.52,0.0,0.0,0
TRIP-106257,EV-1029,DRV-5029,Tesla,Model Y,REG-83XL-4438,75,17,17,70,Running,2026-03-23 04:37:17,02:56,170.75,74.5,322.16,0.0,0.0,2
TRIP-106258,EV-1018,DRV-5018,Hyundai,Kona EV,REG-61RQ-8391,48,83,83,301,Running,2026-02-14 16:30:27,15:30,62.27,67.7,84.52,0.0,0.0,0
TRIP-106259,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,10,10,33,Charging,2026-12-28 06:32:44,04:10,0.0,0.0,0.0,11.91,0.0,0
TRIP-106260,EV-1046,DRV-5046,Tata,Punch EV,REG-57GE-9327,25,33,33,129,Charging,2026-08-02 23:24:30,14:09,0.0,0.0,0.0,30.08,0.0,0
TRIP-106261,EV-1009,DRV-5009,Kia,EV9,REG-95ME-4405,100,51,51,168,Charging,2026-01-08 20:36:53,20:15,0.0,0.0,0.0,30.27,0.0,0
TRIP-106262,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,91,91,332,Running,2026-11-21 04:45:03,08:19,90.89,36.1,161.46,0.0,0.0,0
TRIP-106263,EV-1022,DRV-5022,Kia,EV9,REG-24VD-8275,100,70,70,263,Garage,2026-04-21 17:52:53,03:12,0.0,0.0,0.0,0.0,0.0,0
TRIP-106264,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,60,60,250,Charging,2026-01-25 09:36:11,17:59,0.0,0.0,0.0,18.87,0.0,0
TRIP-106265,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,56,56,179,Running,2026-07-01 13:39:59,16:51,127.47,49.0,212.53,0.0,0.0,0
TRIP-106266,EV-1014,DRV-5014,Hyundai,Kona EV,REG-81FF-2854,48,60,60,241,Charging,2026-01-13 08:56:29,02:17,0.0,0.0,0.0,25.15,0.0,0
TRIP-106267,EV-1038,DRV-5038,BYD,Atto 3,REG-44OG-8515,50,50,50,178,Garage,2026-03-21 01:42:52,04:52,0.0,0.0,0.0,0.0,0.0,0
TRIP-106268,EV-1016,DRV-5016,BYD,Atto 3,REG-98NB-1442,50,33,33,118,Garage,2026-01-10 00:26:34,14:26,0.0,0.0,0.0,0.0,0.0,0
TRIP-106269,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,73,73,266,Running,2026-07-26 03:35:33,02:33,129.04,39.5,282.37,0.0,0.0,2
TRIP-106270,EV-1039,DRV-5039,Hyundai,Ioniq 5,REG-70OW-2063,77,37,37,133,Garage,2026-09-28 17:30:43,07:48,0.0,0.0,0.0,0.0,0.0,0
TRIP-106271,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,81,81,341,Garage,2026-12-31 02:42:17,09:21,0.0,0.0,0.0,0.0,0.0,0
TRIP-106272,EV-1021,DRV-5021,Tesla,Model 3,REG-17KV-1641,60,64,64,265,Running,2026-01-03 12:21:33,16:42,161.46,62.3,289.87,0.0,0.0,0
TRIP-106273,EV-1045,DRV-5045,Tata,Punch EV,REG-82MR-9608,25,55,55,208,Garage,2026-12-12 09:11:50,09:30,0.0,0.0,0.0,0.0,0.0,0
TRIP-106274,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,89,89,360,Garage,2026-07-13 07:46:30,01:30,0.0,0.0,0.0,0.0,0.0,0
TRIP-106275,EV-1019,DRV-5019,Hyundai,Ioniq 5,REG-60LM-9597,77,65,65,255,Garage,2026-11-25 02:42:18,07:34,0.0,0.0,0.0,0.0,0.0,0
TRIP-106276,EV-1020,DRV-5020,Tesla,Model Y,REG-70HS-3349,75,79,79,290,Garage,2026-01-31 20:40:44,08:41,0.0,0.0,0.0,0.0,0.0,0
TRIP-106277,EV-1040,DRV-5040,Kia,EV9,REG-86TG-1070,100,37,37,140,Charging,2026-08-02 05:10:35,10:09,0.0,0.0,0.0,8.07,0.0,0
TRIP-106278,EV-1007,DRV-5007,BYD,Atto 3,REG-87OO-4398,50,69,69,302,Garage,2026-10-20 13:28:22,11:42,0.0,0.0,0.0,0.0,0.0,0
TRIP-106279,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,59,59,195,Charging,2026-06-15 03:25:01,08:24,0.0,0.0,0.0,33.19,0.0,0
TRIP-106280,EV-1033,DRV-5033,Kia,EV6,REG-21AH-8788,77,100,100,343,Garage,2026-11-12 04:50:33,15:31,0.0,0.0,0.0,0.0,0.0,0
TRIP-106281,EV-1048,DRV-5048,Tata,Nexon EV,REG-64CK-1324,40,38,38,125,Garage,2026-03-14 05:08:35,12:37,0.0,0.0,0.0,0.0,199.42,0
TRIP-106282,EV-1049,DRV-5049,Kia,EV6,REG-53ZC-7587,77,20,20,77,Charging,2026-11-12 17:26:50,09:05,0.0,0.0,0.0,19.49,0.0,0
TRIP-106283,EV-1003,DRV-5003,Tesla,Model 3,REG-34KD-3097,60,31,31,123,Charging,2026-07-29 12:25:43,02:03,0.0,0.0,0.0,29.81,0.0,0
TRIP-106284,EV-1023,DRV-5023,BYD,Seal,REG-18BR-1542,82,27,27,104,Charging,2026-09-19 05:35:21,21:14,0.0,0.0,0.0,11.2,0.0,0
TRIP-106285,EV-1002,DRV-5002,Tata,Nexon EV,REG-75QU-8605,40,39,39,146,Running,2026-09-22 16:35:56,20:19,133.31,68.5,269.94,0.0,0.0,0
TRIP-106286,EV-1036,DRV-5036,Kia,EV9,REG-16VV-9291,100,70,70,296,Garage,2026-10-16 22:04:27,23:35,0.0,0.0,0.0,0.0,0.0,0
TRIP-106287,EV-1046,DRV-5046,Tata,Punch EV,REG-57GE-9327,25,32,32,106,Charging,2026-08-30 04:28:28,01:32,0.0,0.0,0.0,26.01,0.0,0
TRIP-106288,EV-1046,DRV-5046,Tata,Punch EV,REG-57GE-9327,25,97,97,345,Garage,2026-06-28 04:35:18,09:27,0.0,0.0,0.0,0.0,0.0,0
TRIP-106289,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,39,39,149,Charging,2026-03-06 14:08:34,15:31,0.0,0.0,0.0,12.84,0.0,0
TRIP-106290,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,51,51,203,Running,2026-11-19 12:00:59,18:30,49.1,45.6,76.17,0.0,0.0,0
TRIP-106291,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,72,72,252,Running,2026-03-30 23:07:17,22:51,16.94,37.5,24.79,0.0,42.99,1
TRIP-106292,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,80,80,281,Garage,2026-02-28 02:07:52,02:16,0.0,0.0,0.0,0.0,0.0,0
TRIP-106293,EV-1046,DRV-5046,Tata,Punch EV,REG-57GE-9327,25,95,95,413,Garage,2026-08-24 22:17:00,12:14,0.0,0.0,0.0,0.0,0.0,0
TRIP-106294,EV-1017,DRV-5017,BYD,Atto 3,REG-40XE-9091,50,77,77,316,Charging,2026-11-02 13:40:32,19:05,0.0,0.0,0.0,16.78,0.0,0
TRIP-106295,EV-1021,DRV-5021,Tesla,Model 3,REG-17KV-1641,60,45,45,174,Charging,2026-07-01 09:02:58,03:06,0.0,0.0,0.0,34.03,0.0,0
TRIP-106296,EV-1025,DRV-5025,BYD,Atto 3,REG-68ZH-1146,50,46,46,191,Garage,2026-11-11 17:35:41,05:25,0.0,0.0,0.0,0.0,0.0,0
TRIP-106297,EV-1047,DRV-5047,BYD,Atto 3,REG-57KE-2952,50,75,75,312,Garage,2026-11-30 17:57:47,18:45,0.0,0.0,0.0,0.0,0.0,0
TRIP-106298,EV-1003,DRV-5003,Tesla,Model 3,REG-34KD-3097,60,59,59,226,Garage,2026-11-14 16:36:43,16:22,0.0,0.0,0.0,0.0,0.0,0
TRIP-106299,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,79,79,329,Garage,2026-06-22 00:07:23,11:41,0.0,0.0,0.0,0.0,0.0,0
TRIP-106300,EV-1045,DRV-5045,Tata,Punch EV,REG-82MR-9608,25,21,21,83,Garage,2026-05-06 18:40:59,08:41,0.0,0.0,0.0,0.0,0.0,0
TRIP-106301,EV-1036,DRV-5036,Kia,EV9,REG-16VV-9291,100,22,22,86,Running,2026-07-24 01:46:12,22:37,77.63,58.6,129.52,0.0,0.0,0
TRIP-106302,EV-1030,DRV-5030,Hyundai,Kona EV,REG-22GX-1920,48,33,33,133,Garage,2026-10-19 15:40:27,23:08,0.0,0.0,0.0,0.0,0.0,0
TRIP-106303,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,35,35,146,Garage,2026-05-10 00:18:30,17:35,0.0,0.0,0.0,0.0,0.0,0
TRIP-106304,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,66,66,232,Charging,2026-03-14 08:48:30,20:22,0.0,0.0,0.0,31.41,0.0,0
TRIP-106305,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,26,26,99,Garage,2026-05-14 14:09:39,10:32,0.0,0.0,0.0,0.0,0.0,0
TRIP-106306,EV-1048,DRV-5048,Tata,Nexon EV,REG-64CK-1324,40,78,78,294,Charging,2026-04-02 22:19:19,05:15,0.0,0.0,0.0,8.78,0.0,0
TRIP-106307,EV-1001,DRV-5001,Tata,Punch EV,REG-67ZP-2128,25,75,75,249,Charging,2026-09-02 13:56:44,14:21,0.0,0.0,0.0,28.22,0.0,0
TRIP-106308,EV-1036,DRV-5036,Kia,EV9,REG-16VV-9291,100,93,93,311,Running,2026-04-20 05:30:48,16:43,73.27,30.4,171.64,0.0,0.0,0
TRIP-106309,EV-1027,DRV-5027,Tata,Nexon EV,REG-61QY-8785,40,76,76,302,Charging,2026-11-06 12:55:03,18:34,0.0,0.0,0.0,32.31,0.0,0
TRIP-106310,EV-1032,DRV-5032,BYD,Atto 3,REG-70XV-6697,50,45,45,174,Garage,2026-06-27 19:11:18,09:35,0.0,0.0,0.0,0.0,0.0,0
TRIP-106311,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,31,31,104,Garage,2026-05-15 08:22:46,06:08,0.0,0.0,0.0,0.0,0.0,0
TRIP-106312,EV-1002,DRV-5002,Tata,Nexon EV,REG-75QU-8605,40,52,52,216,Charging,2026-08-09 10:00:40,22:56,0.0,0.0,0.0,20.37,0.0,0
TRIP-106313,EV-1030,DRV-5030,Hyundai,Kona EV,REG-22GX-1920,48,72,72,307,Garage,2026-10-04 22:43:29,07:16,0.0,0.0,0.0,0.0,0.0,0
TRIP-106314,EV-1028,DRV-5028,BYD,Seal,REG-59OL-4343,82,73,73,303,Running,2026-05-10 18:01:25,21:35,86.87,67.4,204.38,0.0,0.0,0
TRIP-106315,EV-1048,DRV-5048,Tata,Nexon EV,REG-64CK-1324,40,70,70,284,Charging,2026-02-11 22:31:26,07:28,0.0,0.0,0.0,31.29,0.0,0
TRIP-106316,EV-1003,DRV-5003,Tesla,Model 3,REG-34KD-3097,60,18,18,67,Running,2026-02-13 11:46:18,14:23,125.58,31.5,185.29,0.0,0.0,0
TRIP-106317,EV-1005,DRV-5005,BYD,Atto 3,REG-37LD-8792,50,90,90,392,Garage,2026-06-11 14:11:28,21:43,0.0,0.0,0.0,0.0,145.02,0
TRIP-106318,EV-1032,DRV-5032,BYD,Atto 3,REG-70XV-6697,50,38,38,140,Charging,2026-08-20 17:08:43,07:53,0.0,0.0,0.0,28.44,0.0,0
TRIP-106319,EV-1016,DRV-5016,BYD,Atto 3,REG-98NB-1442,50,15,15,60,Charging,2026-11-09 02:34:14,08:42,0.0,0.0,0.0,27.6,0.0,0
TRIP-106320,EV-1015,DRV-5015,Tesla,Model 3,REG-40VN-6631,60,60,60,241,Garage,2026-04-05 21:15:55,14:24,0.0,0.0,0.0,0.0,0.0,0
TRIP-106321,EV-1010,DRV-5010,Hyundai,Ioniq 5,REG-46HO-5814,77,61,61,240,Garage,2026-03-17 12:30:20,14:19,0.0,0.0,0.0,0.0,0.0,0
TRIP-106322,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,92,92,375,Running,2026-11-17 14:21:44,06:03,143.57,74.0,279.01,0.0,0.0,0
TRIP-106323,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,13,13,53,Garage,2026-12-14 21:09:45,08:25,0.0,0.0,0.0,0.0,0.0,0
TRIP-106324,EV-1031,DRV-5031,Tesla,Model Y,REG-35HH-1401,75,44,44,141,Charging,2026-10-28 19:32:52,18:53,0.0,0.0,0.0,32.86,0.0,0
TRIP-106325,EV-1023,DRV-5023,BYD,Seal,REG-18BR-1542,82,67,67,239,Running,2026-10-07 07:55:08,17:44,48.84,61.3,76.91,0.0,0.0,1
TRIP-106326,EV-1024,DRV-5024,Tesla,Model Y,REG-99CH-7127,75,96,96,412,Running,2026-08-21 21:56:44,07:02,58.56,48.5,76.73,0.0,0.0,0
TRIP-106327,EV-1050,DRV-5050,Tata,Nexon EV,REG-53YA-8703,40,40,40,131,Charging,2026-10-14 03:53:20,00:37,0.0,0.0,0.0,29.91,0.0,0
TRIP-106328,EV-1035,DRV-5035,Kia,EV6,REG-29MB-4505,77,70,70,296,Charging,2026-04-05 12:05:36,22:32,0.0,0.0,0.0,14.86,0.0,0
TRIP-106329,EV-1004,DRV-5004,Tata,Punch EV,REG-40RF-3948,25,45,45,193,Garage,2026-11-29 19:32:31,13:33,0.0,0.0,0.0,0.0,0.0,0
TRIP-106330,EV-1007,DRV-5007,BYD,Atto 3,REG-87OO-4398,50,85,85,347,Running,2026-09-05 03:51:30,17:16,62.12,39.6,112.61,0.0,0.0,0
TRIP-106331,EV-1011,DRV-5011,BYD,Seal,REG-49SV-2387,82,41,41,159,Running,2026-01-02 04:45:07,04:09,91.66,50.5,121.74,0.0,0.0,0
TRIP-106332,EV-1006,DRV-5006,Tesla,Model Y,REG-53FY-2185,75,15,15,62,Running,2026-08-10 17:59:58,09:04,58.68,47.9,90.99,0.0,0.0,0
TRIP-106333,EV-1025,DRV-5025,BYD,Atto 3,REG-68ZH-1146,50,58,58,244,Garage,2026-07-15 20:25:33,00:32,0.0,0.0,0.0,0.0,0.0,0
